Iteration,x,f(x)
1,0.000000000000000,-0.614453585955004
2,10.000000000000000,-0.060151584097728
3,2.500000000000000,-0.257495338868017
4,5.904469821784580,-0.268030141139030
5,0.625000000000000,-1.018884142995550
6,7.871921927681066,-0.459588073282930
7,4.206304986276532,-0.748815217129135
8,1.268340722037726,-0.372285930906830
9,4.935796670500196,-0.914815283362765
10,3.475363658945134,-1.032499419779918
11,6.935844095866707,-1.441509337005316
12,7.188129649007650,-1.767060821558230
13,8.883735862497971,-0.599832578658114
14,7.359077718676004,-1.802298601890646
15,6.532208662667568,-0.409161491651696
16,7.276968424639758,-1.851856268849331
17,7.487288770927270,-1.449844704352040
18,3.058162032278280,-0.803077831640868
19,1.873731107334465,-0.178712801322367
20,7.091593083836726,-1.647002154742846
21,5.361313493939260,-0.769023278545038
22,7.313516212269843,-1.846280765429502
23,7.240260480504163,-1.831192951417908
24,8.390582971390122,-0.491521786542931
25,3.815035593767911,-1.246563861602079
26,7.294735272593427,-1.852466312199983
27,7.260493610164900,-1.845713816915687
28,7.332297151946258,-1.833132758818429
29,7.285907327007138,-1.852949830526146
30,9.392788414271154,-0.142156284277208
31,7.303563218179718,-1.850430056946206
32,7.220027350843425,-1.809949279209492
33,7.269289622535735,-1.849652346013211
34,7.251697597794066,-1.840307208385158
35,7.321710979794653,-1.841397298798098
36,7.290277327812873,-1.852904813936902
37,7.281537326201402,-1.852613936356678
38,7.298964064834903,-1.851684304444019
39,7.308162371524534,-1.848756217145902
40,7.273329452117458,-1.850956697627948
41,7.265249792954011,-1.848028988295496
42,7.288088233524028,-1.852974997497658
43,7.292466422101719,-1.852739014456113
44,7.283752873397208,-1.852831806404102
45,7.279321779005596,-1.852298337755714
46,7.296778551585115,-1.852132919726504
47,7.301149578084688,-1.851140682031986
48,7.275230746931212,-1.851459373646753
49,7.342883324097863,-1.822657496504389
50,7.287000068993216,-1.852974303234255
51,7.289176398054840,-1.852952063228473
52,7.305710572984532,-1.849700683895258
53,7.271428157303705,-1.850382750639462
54,7.284840833518633,-1.852902976348549
55,7.291356796867620,-1.852835004134127
56,7.282664913275783,-1.852737040704826
57,7.293576047335817,-1.852618467447867
58,7.280458253682562,-1.852472423850474
59,7.278185304328630,-1.852098581968349
60,7.256587290249412,-1.843490601658386
61,7.317169485185540,-1.844267029231423
62,7.295726592804865,-1.852314950663533
63,7.310614170064537,-1.847692844236408
64,7.297830510365365,-1.851928852879584
65,7.287544214396129,-1.852977603883896
66,7.286455923590303,-1.852965094615783
67,7.288630230107586,-1.852966527898151
68,7.289722566002093,-1.852931646004774
69,7.267417338685133,-1.848939457733190
70,7.300007383503541,-1.851436634994412
71,7.285378341262305,-1.852929426345504
72,7.284303325774959,-1.852870764503620
73,7.290810713716829,-1.852873225303681
74,7.291902880018412,-1.852790833786050
75,7.283217511492023,-1.852788122239313
76,7.282112315059543,-1.852679875063780
77,7.293010271966703,-1.852682999934395
78,7.294141822704931,-1.852547552648044
79,7.302291772665837,-1.850818811493328
80,7.276135680117191,-1.851673526605609
81,7.281010659332457,-1.852547763029738
82,7.279905848032669,-1.852391013822461
83,7.274325813745231,-1.851229024945118
84,7.278771707801655,-1.852204856601164
85,7.295217167620938,-1.852395179041455
86,7.287815986930835,-1.852977040040515
87,7.287272441861423,-1.852976693900822
88,7.286728833739346,-1.852970451558224
89,7.288358461575875,-1.852971507481707
90,7.286183013441260,-1.852958251699808
91,7.288901998639298,-1.852960074460481
92,7.289447625251060,-1.852942668053642
93,7.289997506753125,-1.852919115559653
94,7.296236017988793,-1.852229552172471
95,7.285644689725969,-1.852940397714618
96,7.285111992798641,-1.852917039949891
